"No.","Time","Source","Destination","Protocol","Length","Info"
"4483","20:10:30.993918800","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4484","20:10:30.993918900","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4485","20:10:30.993918900","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4486","20:10:30.993918900","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4487","20:10:30.993918900","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4488","20:10:30.993985400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4489","20:10:30.993985400","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4490","20:10:30.993985500","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4491","20:10:30.993985500","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4492","20:10:30.993985500","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4493","20:10:30.993985500","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4494","20:10:30.993985600","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4495","20:10:30.993985600","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4496","20:10:30.993988400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4500","20:10:31.282785800","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4501","20:10:31.282935100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4506","20:10:31.574001300","192.168.0.14","192.168.0.12","HTTP2","132","HEADERS[208135]"
"4507","20:10:31.574001400","192.168.0.14","192.168.0.12","HTTP2","147","DATA[208135]"
"4508","20:10:31.574087000","192.168.0.12","192.168.0.14","TCP","66","7777  >  48588 [ACK] Seq=281 Ack=1324 Win=657 Len=0 TSval=2398771245 TSecr=3161537319"
"4509","20:10:31.574190100","192.168.0.12","192.168.0.14","HTTP2","101","HEADERS[208135]: 204 No Content"
"4510","20:10:31.574228000","192.168.0.14","192.168.0.12","TCP","66","48588  >  7777 [ACK] Seq=1324 Ack=316 Win=672 Len=0 TSval=3161537319 TSecr=2398771245"
"4518","20:10:31.995606600","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"4519","20:10:31.995606700","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"4520","20:10:31.995606700","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"4521","20:10:31.995606700","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"4522","20:10:31.995606700","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"4523","20:10:31.995606800","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"4524","20:10:31.995606800","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"4525","20:10:31.995606800","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"4526","20:10:31.995757000","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4527","20:10:31.995757000","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4528","20:10:31.995757000","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4529","20:10:31.995757000","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4530","20:10:31.995757100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4531","20:10:31.995757100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4532","20:10:31.995757100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4533","20:10:31.995759200","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4534","20:10:31.995852500","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"4535","20:10:31.995852500","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"4536","20:10:31.995852600","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"4537","20:10:31.995863600","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"4538","20:10:31.995863600","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"4539","20:10:31.995863600","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"4540","20:10:31.995903100","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4541","20:10:31.995903100","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4542","20:10:31.995903200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4543","20:10:31.995903200","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4544","20:10:31.995946100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4545","20:10:31.995946200","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4549","20:10:32.278369200","192.168.0.16","192.168.0.12","HTTP2","131","HEADERS[208005]"
"4550","20:10:32.278369400","192.168.0.16","192.168.0.12","HTTP2","147","DATA[208005]"
"4551","20:10:32.278483900","192.168.0.12","192.168.0.16","TCP","66","7777  >  51050 [ACK] Seq=281 Ack=1315 Win=773 Len=0 TSval=3659505189 TSecr=3433100120"
"4552","20:10:32.278557200","192.168.0.12","192.168.0.16","HTTP2","101","HEADERS[208005]: 204 No Content"
"4553","20:10:32.278607100","192.168.0.16","192.168.0.12","TCP","66","51050  >  7777 [ACK] Seq=1315 Ack=316 Win=602 Len=0 TSval=3433100121 TSecr=3659505189"
"4554","20:10:32.284260500","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4555","20:10:32.284578100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4558","20:10:32.484698000","192.168.0.23","192.168.0.22","UDP","128","47863  >  4997 Len=86"
"4559","20:10:32.484841500","10.45.0.15","192.168.0.11","GTP <TCP>","118","47131  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=615541857 TSecr=0 WS=128"
"4560","20:10:32.485010900","192.168.0.21","192.168.0.11","TCP","74","47131  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=615541857 TSecr=0 WS=128"
"4561","20:10:32.485031900","192.168.0.11","192.168.0.21","TCP","74","6969  >  47131 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=993877102 TSecr=615541857 WS=128"
"4562","20:10:32.485394600","192.168.0.11","10.45.0.15","GTP <TCP>","118","6969  >  47131 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=993877102 TSecr=615541857 WS=128"
"4563","20:10:32.485481100","192.168.0.22","192.168.0.23","UDP","128","4997  >  47863 Len=86"
"4564","20:10:32.485642700","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"4565","20:10:32.485680700","192.168.0.23","192.168.0.22","UDP","230","47863  >  4997 Len=188"
"4566","20:10:32.485712900","10.45.0.15","192.168.0.11","GTP <TCP>","110","47131  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=615541859 TSecr=993877102"
"4567","20:10:32.485712900","10.45.0.15","192.168.0.11","GTP <HTTP>","220","GET /?application=img_down&size=32 HTTP/1.1 "
"4568","20:10:32.486109800","192.168.0.21","192.168.0.11","TCP","66","47131  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=615541859 TSecr=993877102"
"4569","20:10:32.486109800","192.168.0.21","192.168.0.11","HTTP","176","GET /?application=img_down&size=32 HTTP/1.1 "
"4570","20:10:32.486135200","192.168.0.11","192.168.0.21","TCP","66","6969  >  47131 [ACK] Seq=1 Ack=111 Win=65152 Len=0 TSval=993877104 TSecr=615541859"
"4571","20:10:32.486388400","192.168.0.11","10.45.0.15","GTP <TCP>","110","6969  >  47131 [ACK] Seq=1 Ack=111 Win=65152 Len=0 TSval=993877104 TSecr=615541859"
"4572","20:10:32.486779900","192.168.0.22","192.168.0.23","UDP","120","4997  >  47863 Len=78"
"4573","20:10:32.486975400","192.168.0.11","192.168.0.21","TCP","182","6969  >  47131 [PSH, ACK] Seq=1 Ack=111 Win=65152 Len=116 TSval=993877104 TSecr=615541859 [TCP segment of a reassembled PDU]"
"4574","20:10:32.487024100","192.168.0.11","192.168.0.21","HTTP","1395","HTTP/1.0 200 OK  (PNG)"
"4575","20:10:32.487257000","192.168.0.11","10.45.0.15","GTP <TCP>","226","6969  >  47131 [PSH, ACK] Seq=1 Ack=111 Win=65152 Len=116 TSval=993877104 TSecr=615541859 [TCP segment of a reassembled PDU]"
"4576","20:10:32.487257000","192.168.0.11","10.45.0.15","GTP <HTTP>","1439","HTTP/1.0 200 OK  (PNG)"
"4577","20:10:32.488496700","192.168.0.22","192.168.0.23","UDP","236","4997  >  47863 Len=194"
"4578","20:10:32.488496800","192.168.0.22","192.168.0.23","UDP","1449","4997  >  47863 Len=1407"
"4579","20:10:32.488496800","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"4580","20:10:32.488496800","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"4581","20:10:32.488496800","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"4582","20:10:32.488540900","10.45.0.15","192.168.0.11","GTP <TCP>","110","47131  >  6969 [ACK] Seq=111 Ack=117 Win=65280 Len=0 TSval=615541861 TSecr=993877104"
"4583","20:10:32.488540900","10.45.0.15","192.168.0.11","GTP <TCP>","110","47131  >  6969 [ACK] Seq=111 Ack=1447 Win=64256 Len=0 TSval=615541862 TSecr=993877104"
"4584","20:10:32.488540900","10.45.0.15","192.168.0.11","GTP <TCP>","110","47131  >  6969 [FIN, ACK] Seq=111 Ack=1447 Win=64256 Len=0 TSval=615541862 TSecr=993877104"
"4585","20:10:32.488798700","192.168.0.21","192.168.0.11","TCP","66","47131  >  6969 [ACK] Seq=111 Ack=117 Win=65280 Len=0 TSval=615541861 TSecr=993877104"
"4586","20:10:32.488798800","192.168.0.21","192.168.0.11","TCP","66","47131  >  6969 [ACK] Seq=111 Ack=1447 Win=64256 Len=0 TSval=615541862 TSecr=993877104"
"4587","20:10:32.488798800","192.168.0.21","192.168.0.11","TCP","66","47131  >  6969 [FIN, ACK] Seq=111 Ack=1447 Win=64256 Len=0 TSval=615541862 TSecr=993877104"
"4592","20:10:32.695395400","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"4595","20:10:32.696025900","192.168.0.11","192.168.0.21","TCP","66","6969  >  47131 [ACK] Seq=1447 Ack=112 Win=65152 Len=0 TSval=993877313 TSecr=615542069"
"4596","20:10:32.696454800","192.168.0.11","10.45.0.15","GTP <TCP>","110","6969  >  47131 [ACK] Seq=1447 Ack=112 Win=65152 Len=0 TSval=993877313 TSecr=615542069"
"4597","20:10:32.696521800","192.168.0.22","192.168.0.23","UDP","120","4997  >  47863 Len=78"
"4603","20:10:32.997404200","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"4604","20:10:32.997404300","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"4605","20:10:32.997404300","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"4606","20:10:32.997404400","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"4607","20:10:32.997404400","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"4608","20:10:32.997404400","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"4609","20:10:32.997404400","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"4610","20:10:32.997404400","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"4611","20:10:32.997414400","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"4612","20:10:32.997414400","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"4613","20:10:32.997414500","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"4614","20:10:32.997414500","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"4615","20:10:32.997414500","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"4616","20:10:32.997414500","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"4617","20:10:32.997590800","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4618","20:10:32.997590800","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4619","20:10:32.997590900","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4620","20:10:32.997590900","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4621","20:10:32.997590900","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4622","20:10:32.997590900","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4623","20:10:32.997591000","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4624","20:10:32.997591000","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4625","20:10:32.997595400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4626","20:10:32.997595500","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4627","20:10:32.997595500","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4628","20:10:32.997595500","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4629","20:10:32.997595500","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4630","20:10:32.997595500","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4634","20:10:33.297386300","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4635","20:10:33.297536100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4646","20:10:33.999035900","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"4647","20:10:33.999036000","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"4648","20:10:33.999036000","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"4649","20:10:33.999036100","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"4650","20:10:33.999036100","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"4651","20:10:33.999036100","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"4652","20:10:33.999036100","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"4653","20:10:33.999036100","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"4654","20:10:33.999047300","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"4655","20:10:33.999047300","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"4656","20:10:33.999047300","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"4657","20:10:33.999047300","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"4658","20:10:33.999047400","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"4659","20:10:33.999047400","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"4660","20:10:33.999253100","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4661","20:10:33.999253200","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4662","20:10:33.999253200","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4663","20:10:33.999253200","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4664","20:10:33.999253200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4665","20:10:33.999253300","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4666","20:10:33.999253300","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4667","20:10:33.999253300","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4668","20:10:33.999258200","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4669","20:10:33.999258200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4670","20:10:33.999258200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4671","20:10:33.999258300","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4672","20:10:33.999258300","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4673","20:10:33.999258300","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4676","20:10:34.114299300","192.168.0.20","192.168.0.12","HTTP2","131","HEADERS[207977]"
"4677","20:10:34.114299400","192.168.0.20","192.168.0.12","HTTP2","147","DATA[207977]"
"4678","20:10:34.114625700","192.168.0.12","192.168.0.20","TCP","66","7777  >  43340 [ACK] Seq=281 Ack=1315 Win=501 Len=0 TSval=1600828853 TSecr=3424801112"
"4679","20:10:34.114625700","192.168.0.12","192.168.0.20","HTTP2","101","HEADERS[207977]: 204 No Content"
"4680","20:10:34.114661200","192.168.0.20","192.168.0.12","TCP","66","43340  >  7777 [ACK] Seq=1315 Ack=316 Win=501 Len=0 TSval=3424801113 TSecr=1600828853"
"4683","20:10:34.300002500","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4684","20:10:34.300335200","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4695","20:10:35.000352400","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"4696","20:10:35.000352500","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"4697","20:10:35.000352500","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"4698","20:10:35.000352500","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"4699","20:10:35.000422600","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"4700","20:10:35.000422600","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"4701","20:10:35.000422700","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"4702","20:10:35.000422700","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"4703","20:10:35.000422700","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"4704","20:10:35.000424700","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"4705","20:10:35.000457300","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"4706","20:10:35.000457300","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"4707","20:10:35.000457300","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"4708","20:10:35.000457300","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"4709","20:10:35.000586200","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4710","20:10:35.000586200","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4711","20:10:35.000586200","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4712","20:10:35.000586300","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4713","20:10:35.000586300","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4714","20:10:35.000586300","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4715","20:10:35.000586300","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4716","20:10:35.000586300","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4717","20:10:35.000590200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4718","20:10:35.000590200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4719","20:10:35.000590300","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4720","20:10:35.000590300","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4721","20:10:35.000592400","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4722","20:10:35.000646500","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4727","20:10:35.301676000","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4728","20:10:35.301896600","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4737","20:10:35.984711800","192.168.0.22","192.168.0.23","UDP","71","4997  >  49066 Len=29"
"4738","20:10:35.984711900","192.168.0.22","192.168.0.23","UDP","71","4997  >  60144 Len=29"
"4739","20:10:35.984711900","192.168.0.22","192.168.0.23","UDP","71","4997  >  36647 Len=29"
"4740","20:10:35.984712000","192.168.0.22","192.168.0.23","UDP","71","4997  >  36317 Len=29"
"4741","20:10:35.984712000","192.168.0.22","192.168.0.23","UDP","71","4997  >  47548 Len=29"
"4742","20:10:35.984712000","192.168.0.22","192.168.0.23","UDP","71","4997  >  47439 Len=29"
"4743","20:10:35.984712000","192.168.0.22","192.168.0.23","UDP","71","4997  >  51841 Len=29"
"4744","20:10:35.984712000","192.168.0.22","192.168.0.23","UDP","71","4997  >  35703 Len=29"
"4745","20:10:35.984720500","192.168.0.22","192.168.0.23","UDP","71","4997  >  36724 Len=29"
"4746","20:10:35.984720500","192.168.0.22","192.168.0.23","UDP","71","4997  >  47863 Len=29"
"4747","20:10:35.984720600","192.168.0.22","192.168.0.23","UDP","71","4997  >  36356 Len=29"
"4748","20:10:35.984720600","192.168.0.22","192.168.0.23","UDP","71","4997  >  34125 Len=29"
"4749","20:10:35.984720600","192.168.0.22","192.168.0.23","UDP","71","4997  >  50465 Len=29"
"4750","20:10:35.984720600","192.168.0.22","192.168.0.23","UDP","71","4997  >  58580 Len=29"
"4751","20:10:35.984720700","192.168.0.22","192.168.0.23","UDP","71","4997  >  48785 Len=29"
"4752","20:10:35.984720700","192.168.0.22","192.168.0.23","UDP","156","4997  >  49066 Len=114"
"4753","20:10:35.984780400","192.168.0.22","192.168.0.23","UDP","156","4997  >  60144 Len=114"
"4754","20:10:35.984780400","192.168.0.22","192.168.0.23","UDP","156","4997  >  36647 Len=114"
"4755","20:10:35.984780500","192.168.0.22","192.168.0.23","UDP","156","4997  >  36317 Len=114"
"4756","20:10:35.984780500","192.168.0.22","192.168.0.23","UDP","156","4997  >  47548 Len=114"
"4757","20:10:35.984780500","192.168.0.22","192.168.0.23","UDP","156","4997  >  47439 Len=114"
"4758","20:10:35.984783400","192.168.0.22","192.168.0.23","UDP","156","4997  >  51841 Len=114"
"4759","20:10:35.984828400","192.168.0.22","192.168.0.23","UDP","156","4997  >  35703 Len=114"
"4760","20:10:35.984828400","192.168.0.22","192.168.0.23","UDP","156","4997  >  36724 Len=114"
"4761","20:10:35.984828400","192.168.0.22","192.168.0.23","UDP","156","4997  >  47863 Len=114"
"4762","20:10:35.984828400","192.168.0.22","192.168.0.23","UDP","156","4997  >  36356 Len=114"
"4763","20:10:35.984828500","192.168.0.22","192.168.0.23","UDP","156","4997  >  34125 Len=114"
"4764","20:10:35.984828500","192.168.0.22","192.168.0.23","UDP","156","4997  >  50465 Len=114"
"4765","20:10:35.984828500","192.168.0.22","192.168.0.23","UDP","156","4997  >  58580 Len=114"
"4766","20:10:35.984828500","192.168.0.22","192.168.0.23","UDP","156","4997  >  48785 Len=114"
"4771","20:10:36.185390900","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"4772","20:10:36.185391000","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"4773","20:10:36.185391000","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"4774","20:10:36.185391100","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"4775","20:10:36.185391100","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"4776","20:10:36.185391100","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"4777","20:10:36.185391100","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"4778","20:10:36.185391100","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"4779","20:10:36.185400000","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"4780","20:10:36.185400000","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"4781","20:10:36.185400000","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"4782","20:10:36.185400100","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"4783","20:10:36.185401500","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"4784","20:10:36.185573100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"4785","20:10:36.185573100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"4786","20:10:36.185573100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"4787","20:10:36.185573100","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"4788","20:10:36.185573100","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"4789","20:10:36.185573200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"4790","20:10:36.185602400","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"4791","20:10:36.185602400","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"4792","20:10:36.185602400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"4793","20:10:36.185602400","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"4794","20:10:36.185604400","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"4795","20:10:36.185629000","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"4796","20:10:36.185629000","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"4797","20:10:36.185793100","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"4798","20:10:36.185793100","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"4799","20:10:36.215990200","192.168.0.13","192.168.0.22","SCTP","98","HEARTBEAT "
"4800","20:10:36.216096700","192.168.0.22","192.168.0.13","SCTP","98","HEARTBEAT_ACK "
"4803","20:10:36.386275300","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"4804","20:10:36.386395700","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"4807","20:10:36.600829500","192.168.0.17","192.168.0.12","HTTP2","132","HEADERS[207979]"
"4808","20:10:36.600829600","192.168.0.17","192.168.0.12","HTTP2","147","DATA[207979]"
"4809","20:10:36.601068200","192.168.0.12","192.168.0.17","TCP","66","7777  >  56452 [ACK] Seq=281 Ack=1324 Win=501 Len=0 TSval=184916542 TSecr=2940247722"
"4810","20:10:36.601068200","192.168.0.12","192.168.0.17","HTTP2","101","HEADERS[207979]: 204 No Content"
"4811","20:10:36.601104900","192.168.0.17","192.168.0.12","TCP","66","56452  >  7777 [ACK] Seq=1324 Ack=316 Win=501 Len=0 TSval=2940247722 TSecr=184916542"
"4815","20:10:36.718665700","192.168.0.18","192.168.0.12","HTTP2","132","HEADERS[208009]"
